STORER,LOT,ITEMNUMBER,STORERLOT,DOCUMENTNUMBER,STARTDATE,STARTTIME,COMPLETIONDATE,COMPLETIONTIME,COMPLETEDBY,PALLET,DOCUMENTDESCRIPTION,REASON,FULLDESCRIPTION,CUSTOMERNAME,FROMTO,QUANTITY,INNERPACK,CREATEDATE,CREATETIME,UMIID,CASES
"001861","0974148   ","5757011                  ","950502              ","0581690   ","2023-10-06","09.36.46","2023-10-06","09.36.46","CINDYSH   ","0974148-01  ","Received                      ",,"Good Mat - Weight 1.75; Width 70.125; IKO                                                           ","IKO                           ","From:            To: D069      ",1        ,1      ,"2023-10-06","09.36.46",0      ,1.00       
"001861","0974149   ","5757011                  ","950521              ","0581690   ","2023-10-06","09.36.47","2023-10-06","09.36.47","CINDYSH   ","0974149-01  ","Received                      ",,"Good Mat - Weight 1.75; Width 70.125; IKO                                                           ","IKO                           ","From:            To: D069      ",1        ,1      ,"2023-10-06","09.36.47",0      ,1.00       
"001861","0974150   ","5757011                  ","950592              ","0581690   ","2023-10-06","09.36.47","2023-10-06","09.36.47","CINDYSH   ","0974150-01  ","Received                      ",,"Good Mat - Weight 1.75; Width 70.125; IKO                                                           ","IKO                           ","From:            To: D069      ",1        ,1      ,"2023-10-06","09.36.47",0      ,1.00       
"001861","0974156   ","5757011                  ","950671              ","0581690   ","2023-10-06","09.36.47","2023-10-06","09.36.47","CINDYSH   ","0974156-01  ","Received                      ",,"Good Mat - Weight 1.75; Width 70.125; IKO                                                           ","IKO                           ","From:            To: D069      ",1        ,1      ,"2023-10-06","09.36.47",0      ,1.00       
"001861","0974157   ","5757011                  ","950482              ","0581690   ","2023-10-06","09.36.47","2023-10-06","09.36.47","CINDYSH   ","0974157-01  ","Received                      ",,"Good Mat - Weight 1.75; Width 70.125; IKO                                                           ","IKO                           ","From:            To: D069      ",1        ,1      ,"2023-10-06","09.36.47",0      ,1.00       
"001730","0802740   ","027556585706             ","                    ","0006229   ","2023-10-06","09.36.50","2023-10-06","09.36.50","BRADYRF   ","0802740-06  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U125       To: U125      ",1        ,1      ,"2023-10-06","09.36.50",0      ,1.00       
"001730","0802740   ","027556585706             ","                    ","0006229   ","2023-10-06","09.36.59","2023-10-06","09.36.59","BRADYRF   ","0802740-17  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U125       To: U125      ",1        ,1      ,"2023-10-06","09.36.59",0      ,1.00       
"001730","0802740   ","027556585706             ","                    ","0006229   ","2023-10-06","09.37.06","2023-10-06","09.37.06","BRADYRF   ","0802740-22  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U125       To: U125      ",1        ,1      ,"2023-10-06","09.37.06",0      ,1.00       
"001859","0959098   ","RTS334                   ","3181                ","0998379   ","2023-10-06","09.37.07","2023-10-06","09.37.07","nabitht   ","0959098-07  ","Lot Hold                      ",,"Sprout Organics Creamy Vegetables and Chicken 8+ Months 4 oz                                        ","Sprout Foods, Inc             ","From: B059       To: B059      ",-33      ,2      ,"2023-10-06","09.37.07",0      ,16.50      
"001730","0802740   ","027556585706             ","                    ","0006229   ","2023-10-06","09.37.09","2023-10-06","09.37.09","BRADYRF   ","0802740-27  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U125       To: U125      ",1        ,1      ,"2023-10-06","09.37.09",0      ,1.00       
"001730","0802740   ","027556585706             ","                    ","0006229   ","2023-10-06","09.37.16","2023-10-06","09.37.16","BRADYRF   ","0802740-32  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U125       To: U125      ",1        ,1      ,"2023-10-06","09.37.16",0      ,1.00       
"001730","0871330   ","027556585706             ","                    ","0006229   ","2023-10-06","09.37.33","2023-10-06","09.37.33","BRADYRF   ","0871330-05  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U125       To: U125      ",1        ,1      ,"2023-10-06","09.37.33",0      ,1.00       
"001730","0871330   ","027556585706             ","                    ","0006229   ","2023-10-06","09.37.38","2023-10-06","09.37.38","BRADYRF   ","0871330-08  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U125       To: U125      ",1        ,1      ,"2023-10-06","09.37.38",0      ,1.00       
"001859","0960622   ","SNK078                   ","3248                ","0318801   ","2023-10-06","09.35.43","2023-10-06","09.37.41","LORENZO   ","0960622-28  ","Pick                          ",,"Sprout Organics Crinklez Toddler Snack Cheddar andSpinach 1.48 oz                                   ","Sprout Foods, Inc             ","From: C031       To: STG024P   ",-168     ,1      ,"2023-10-06","09.35.43",1      ,1.00       
"001730","0876431   ","027556585713             ","                    ","0006229   ","2023-10-06","09.37.42","2023-10-06","09.37.42","BRADYRF   ","0876431-01  ","Cycle Count                   ","Cycle Count Differences       ","SM KIDS 3PK GOGGLES 99E                                                                             ","Speedo C/O Dawson Logistics   ","From: U125       To: U125      ",1        ,1      ,"2023-10-06","09.37.42",0      ,1.00       
"001730","0802740   ","027556585706             ","                    ","0006229   ","2023-10-06","09.37.53","2023-10-06","09.37.53","BRADYRF   ","0802740-02  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U127       To: U127      ",1        ,1      ,"2023-10-06","09.37.53",0      ,1.00       
"001859","0958476   ","SNK521                   ","3242                ","0998380   ","2023-10-06","09.37.59","2023-10-06","09.37.59","nabitht   ","0958476-06  ","Lot Hold                      ",,"Sprout Organics Curlz Toddler Snack White Cheddar 1.48 oz                                           ","Sprout Foods, Inc             ","From: C004       To: C004      ",-18      ,1      ,"2023-10-06","09.37.59",0      ,1.00       
"001730","0802740   ","027556585706             ","                    ","0006229   ","2023-10-06","09.37.59","2023-10-06","09.37.59","BRADYRF   ","0802740-10  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U127       To: U127      ",1        ,1      ,"2023-10-06","09.37.59",0      ,1.00       
"001730","0802740   ","027556585706             ","                    ","0006229   ","2023-10-06","09.38.03","2023-10-06","09.38.03","BRADYRF   ","0802740-13  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U127       To: U127      ",1        ,1      ,"2023-10-06","09.38.03",0      ,1.00       
"001730","0802740   ","027556585706             ","                    ","0006229   ","2023-10-06","09.38.06","2023-10-06","09.38.06","BRADYRF   ","0802740-18  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U127       To: U127      ",1        ,1      ,"2023-10-06","09.38.06",0      ,1.00       
"001730","0802740   ","027556585706             ","                    ","0006229   ","2023-10-06","09.38.08","2023-10-06","09.38.08","BRADYRF   ","0802740-21  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U127       To: U127      ",1        ,1      ,"2023-10-06","09.38.08",0      ,1.00       
"001730","0798293   ","027556579422             ","                    ","0006202   ","2023-10-06","09.38.13","2023-10-06","09.38.13","CGRF      ","0798293-03  ","Cycle Count                   ","Cycle Count Differences       ","TST NEW ADULT MASK 060                                                                              ","Speedo C/O Dawson Logistics   ","From: S145A      To: S145A     ",96       ,3      ,"2023-10-06","09.38.13",0      ,-32.00     
"001861","0974158   ","5757011                  ","950291              ","0581695   ","2023-10-06","09.38.14","2023-10-06","09.38.14","cindysh   ","0974158-01  ","Putaway                       ",,"Good Mat - Weight 1.75; Width 70.125; IKO                                                           ","IKO                           ","From: B001       To: B001      ",1        ,1      ,"2023-10-06","09.38.14",0      ,1.00       
"001730","0871330   ","027556585706             ","                    ","0006229   ","2023-10-06","09.38.15","2023-10-06","09.38.15","BRADYRF   ","0871330-17  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U127       To: U127      ",1        ,1      ,"2023-10-06","09.38.15",0      ,1.00       
"001730","0871330   ","027556585706             ","                    ","0006229   ","2023-10-06","09.38.20","2023-10-06","09.38.20","BRADYRF   ","0871330-18  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U127       To: U127      ",1        ,1      ,"2023-10-06","09.38.20",0      ,1.00       
"001730","0803149   ","196555004706             ","                    ","0006229   ","2023-10-06","09.38.23","2023-10-06","09.38.23","BRADYRF   ","0803149-28  ","Cycle Count                   ","Cycle Count Differences       ","JUNIOR 3 PACK CSC 970                                                                               ","Speedo C/O Dawson Logistics   ","From: U127       To: U127      ",1        ,1      ,"2023-10-06","09.38.23",0      ,1.00       
"001730","0801865   ","027556585706             ","                    ","0006229   ","2023-10-06","09.38.35","2023-10-06","09.38.35","BRADYRF   ","0801865-55  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U131       To: U131      ",1        ,1      ,"2023-10-06","09.38.35",0      ,1.00       
"001861","0974159   ","5757011                  ","950292              ","0581695   ","2023-10-06","09.38.45","2023-10-06","09.38.45","cindysh   ","0974159-01  ","Putaway                       ",,"Good Mat - Weight 1.75; Width 70.125; IKO                                                           ","IKO                           ","From: B001       To: B001      ",1        ,1      ,"2023-10-06","09.38.45",0      ,1.00       
"001730","0807246   ","196555008148             ","                    ","0006202   ","2023-10-06","09.38.52","2023-10-06","09.38.52","CGRF      ","0807246-03  ","Cycle Count                   ","Cycle Count Differences       ","TST AD PADDLE VEST 420                                                                              ","Speedo C/O Dawson Logistics   ","From: S145B      To: S145B     ",32       ,2      ,"2023-10-06","09.38.52",0      ,-16.00     
"001730","0801865   ","027556585706             ","                    ","0006229   ","2023-10-06","09.38.57","2023-10-06","09.38.57","BRADYRF   ","0801865-60  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U131       To: U131      ",1        ,1      ,"2023-10-06","09.38.57",0      ,1.00       
"001730","0802429   ","027556585706             ","                    ","0006229   ","2023-10-06","09.39.15","2023-10-06","09.39.15","BRADYRF   ","0802429-20  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U131       To: U131      ",1        ,1      ,"2023-10-06","09.39.15",0      ,1.00       
"001861","0974160   ","5757011                  ","950301              ","0581695   ","2023-10-06","09.39.20","2023-10-06","09.39.20","cindysh   ","0974160-01  ","Putaway                       ",,"Good Mat - Weight 1.75; Width 70.125; IKO                                                           ","IKO                           ","From: B001       To: B001      ",1        ,1      ,"2023-10-06","09.39.20",0      ,1.00       
"001730","0802740   ","027556585706             ","                    ","0006229   ","2023-10-06","09.39.38","2023-10-06","09.39.38","BRADYRF   ","0802740-35  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U131       To: U131      ",1        ,1      ,"2023-10-06","09.39.38",0      ,1.00       
"001730","0802740   ","027556585706             ","                    ","0006229   ","2023-10-06","09.39.41","2023-10-06","09.39.41","BRADYRF   ","0802740-36  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U131       To: U131      ",1        ,1      ,"2023-10-06","09.39.41",0      ,1.00       
"001730","0968964   ","196555346585             ","                    ","0006202   ","2023-10-06","09.39.41","2023-10-06","09.39.41","CGRF      ","0968964-11  ","Cycle Count                   ","Cycle Count Differences       ","TST AQ SKMMR-A 031                                                                                  ","Speedo C/O Dawson Logistics   ","From: S145C      To: S145C     ",392      ,4      ,"2023-10-06","09.39.41",0      ,-98.00     
"001730","0871330   ","027556585706             ","                    ","0006229   ","2023-10-06","09.39.45","2023-10-06","09.39.45","BRADYRF   ","0871330-19  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U131       To: U131      ",1        ,1      ,"2023-10-06","09.39.45",0      ,1.00       
"001730","0871330   ","027556585706             ","                    ","0006229   ","2023-10-06","09.39.48","2023-10-06","09.39.48","BRADYRF   ","0871330-20  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U131       To: U131      ",1        ,1      ,"2023-10-06","09.39.48",0      ,1.00       
"001861","0974161   ","5757011                  ","950302              ","0581695   ","2023-10-06","09.39.49","2023-10-06","09.39.49","cindysh   ","0974161-01  ","Putaway                       ",,"Good Mat - Weight 1.75; Width 70.125; IKO                                                           ","IKO                           ","From: B001       To: B001      ",1        ,1      ,"2023-10-06","09.39.49",0      ,1.00       
"001859","0892218   ","HFS154                   ","3076                ","0318856   ","2023-10-06","09.35.15","2023-10-06","09.39.49","CARLOSG   ","0892218-04  ","Pick                          ",,"Sprout Organics Pear Kiwi Peas and Spinach  6+ Months 3.5 oz                                        ","Sprout Foods, Inc             ","From: C041       To: STG001    ",-36      ,2      ,"2023-10-06","09.35.15",1      ,18.00      
"001861","0974162   ","5757011                  ","950311              ","0581695   ","2023-10-06","09.40.20","2023-10-06","09.40.20","cindysh   ","0974162-01  ","Putaway                       ",,"Good Mat - Weight 1.75; Width 70.125; IKO                                                           ","IKO                           ","From: B001       To: B001      ",1        ,1      ,"2023-10-06","09.40.20",0      ,1.00       
"001730","0801865   ","027556585706             ","                    ","0006229   ","2023-10-06","09.40.26","2023-10-06","09.40.26","BRADYRF   ","0801865-58  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U133       To: U133      ",1        ,1      ,"2023-10-06","09.40.26",0      ,1.00       
"001730","0801865   ","027556585706             ","                    ","0006229   ","2023-10-06","09.40.30","2023-10-06","09.40.30","BRADYRF   ","0801865-59  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U133       To: U133      ",1        ,1      ,"2023-10-06","09.40.30",0      ,1.00       
"001730","0802429   ","027556585706             ","                    ","0006229   ","2023-10-06","09.40.34","2023-10-06","09.40.34","BRADYRF   ","0802429-09  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U133       To: U133      ",1        ,1      ,"2023-10-06","09.40.34",0      ,1.00       
"001730","0802429   ","027556585706             ","                    ","0006229   ","2023-10-06","09.40.36","2023-10-06","09.40.36","BRADYRF   ","0802429-10  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U133       To: U133      ",1        ,1      ,"2023-10-06","09.40.36",0      ,1.00       
"001861","0974163   ","5757011                  ","950312              ","0581695   ","2023-10-06","09.40.55","2023-10-06","09.40.55","cindysh   ","0974163-01  ","Putaway                       ",,"Good Mat - Weight 1.75; Width 70.125; IKO                                                           ","IKO                           ","From: B001       To: B001      ",1        ,1      ,"2023-10-06","09.40.55",0      ,1.00       
"001730","0802429   ","027556585706             ","                    ","0006229   ","2023-10-06","09.40.59","2023-10-06","09.40.59","BRADYRF   ","0802429-11  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U133       To: U133      ",1        ,1      ,"2023-10-06","09.40.59",0      ,1.00       
"001730","0802429   ","027556585706             ","                    ","0006229   ","2023-10-06","09.41.00","2023-10-06","09.41.00","BRADYRF   ","0802429-12  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U133       To: U133      ",1        ,1      ,"2023-10-06","09.41.00",0      ,1.00       
"001730","0802429   ","027556585706             ","                    ","0006229   ","2023-10-06","09.41.09","2023-10-06","09.41.09","BRADYRF   ","0802429-54  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U133       To: U133      ",1        ,1      ,"2023-10-06","09.41.09",0      ,1.00       
"001730","0870972   ","196555149377             ","                    ","0006202   ","2023-10-06","09.41.20","2023-10-06","09.41.20","CGRF      ","0870972-09  ","Cycle Count                   ","Cycle Count Differences       ","TST KDS PORTO MASK 440                                                                              ","Speedo C/O Dawson Logistics   ","From: S145F      To: S145F     ",72       ,3      ,"2023-10-06","09.41.20",0      ,-24.00     
"001861","0974164   ","5757011                  ","950342              ","0581695   ","2023-10-06","09.41.21","2023-10-06","09.41.21","cindysh   ","0974164-01  ","Putaway                       ",,"Good Mat - Weight 1.75; Width 70.125; IKO                                                           ","IKO                           ","From: B001       To: B001      ",1        ,1      ,"2023-10-06","09.41.21",0      ,1.00       
"001730","0802429   ","027556585706             ","                    ","0006229   ","2023-10-06","09.41.25","2023-10-06","09.41.25","BRADYRF   ","0802429-55  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U133       To: U133      ",1        ,1      ,"2023-10-06","09.41.25",0      ,1.00       
"001730","0801865   ","027556585706             ","                    ","0006229   ","2023-10-06","09.41.40","2023-10-06","09.41.40","BRADYRF   ","0801865-44  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U135       To: U135      ",1        ,1      ,"2023-10-06","09.41.40",0      ,1.00       
"001861","0974165   ","5757011                  ","950352              ","0581695   ","2023-10-06","09.41.49","2023-10-06","09.41.49","cindysh   ","0974165-01  ","Putaway                       ",,"Good Mat - Weight 1.75; Width 70.125; IKO                                                           ","IKO                           ","From: B001       To: B001      ",1        ,1      ,"2023-10-06","09.41.49",0      ,1.00       
"001730","0801865   ","027556585706             ","                    ","0006229   ","2023-10-06","09.41.53","2023-10-06","09.41.53","BRADYRF   ","0801865-52  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U135       To: U135      ",1        ,1      ,"2023-10-06","09.41.53",0      ,1.00       
"001730","0801865   ","027556585706             ","                    ","0006229   ","2023-10-06","09.41.59","2023-10-06","09.41.59","BRADYRF   ","0801865-53  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U135       To: U135      ",1        ,1      ,"2023-10-06","09.41.59",0      ,1.00       
"001730","0802429   ","027556585706             ","                    ","0006229   ","2023-10-06","09.42.03","2023-10-06","09.42.03","BRADYRF   ","0802429-18  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U135       To: U135      ",1        ,1      ,"2023-10-06","09.42.03",0      ,1.00       
"001730","0802429   ","027556585706             ","                    ","0006229   ","2023-10-06","09.42.11","2023-10-06","09.42.11","BRADYRF   ","0802429-19  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U135       To: U135      ",1        ,1      ,"2023-10-06","09.42.11",0      ,1.00       
"001730","0802429   ","027556585706             ","                    ","0006229   ","2023-10-06","09.42.16","2023-10-06","09.42.16","BRADYRF   ","0802429-52  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U135       To: U135      ",1        ,1      ,"2023-10-06","09.42.16",0      ,1.00       
"001730","0802429   ","027556585706             ","                    ","0006229   ","2023-10-06","09.42.20","2023-10-06","09.42.20","BRADYRF   ","0802429-53  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U135       To: U135      ",1        ,1      ,"2023-10-06","09.42.20",0      ,1.00       
"001730","0804520   ","027556585706             ","                    ","0006229   ","2023-10-06","09.42.32","2023-10-06","09.42.32","BRADYRF   ","0804520-02  ","Cycle Count                   ","Cycle Count Differences       ","SM ADULT 3PK GOGGLES 99E                                                                            ","Speedo C/O Dawson Logistics   ","From: U135       To: U135      ",1        ,1      ,"2023-10-06","09.42.32",0      ,1.00       
"001861","0974158   ","5757011                  ","950291              ","0581695   ","2023-10-06","09.42.48","2023-10-06","09.42.48","CINDYSH   ","0974158-01  ","Received                      ",,"Good Mat - Weight 1.75; Width 70.125; IKO                                                           ","IKO                           ","From:            To: B001      ",1        ,1      ,"2023-10-06","09.42.48",0      ,1.00       
"001861","0974159   ","5757011                  ","950292              ","0581695   ","2023-10-06","09.42.48","2023-10-06","09.42.48","CINDYSH   ","0974159-01  ","Received                      ",,"Good Mat - Weight 1.75; Width 70.125; IKO                                                           ","IKO                           ","From:            To: B001      ",1        ,1      ,"2023-10-06","09.42.48",0      ,1.00       
"001861","0974160   ","5757011                  ","950301              ","0581695   ","2023-10-06","09.42.49","2023-10-06","09.42.49","CINDYSH   ","0974160-01  ","Received                      ",,"Good Mat - Weight 1.75; Width 70.125; IKO                                                           ","IKO                           ","From:            To: B001      ",1        ,1      ,"2023-10-06","09.42.49",0      ,1.00       
"001861","0974161   ","5757011                  ","950302              ","0581695   ","2023-10-06","09.42.49","2023-10-06","09.42.49","CINDYSH   ","0974161-01  ","Received                      ",,"Good Mat - Weight 1.75; Width 70.125; IKO                                                           ","IKO                           ","From:            To: B001      ",1        ,1      ,"2023-10-06","09.42.49",0      ,1.00       
"001861","0974162   ","5757011                  ","950311              ","0581695   ","2023-10-06","09.42.49","2023-10-06","09.42.49","CINDYSH   ","0974162-01  ","Received                      ",,"Good Mat - Weight 1.75; Width 70.125; IKO                                                           ","IKO                           ","From:            To: B001      ",1        ,1      ,"2023-10-06","09.42.49",0      ,1.00       
"001861","0974163   ","5757011                  ","950312              ","0581695   ","2023-10-06","09.42.49","2023-10-06","09.42.49","CINDYSH   ","0974163-01  ","Received                      ",,"Good Mat - Weight 1.75; Width 70.125; IKO                                                           ","IKO                           ","From:            To: B001      ",1        ,1      ,"2023-10-06","09.42.49",0      ,1.00       
"001861","0974164   ","5757011                  ","950342              ","0581695   ","2023-10-06","09.42.49","2023-10-06","09.42.49","CINDYSH   ","0974164-01  ","Received                      ",,"Good Mat - Weight 1.75; Width 70.125; IKO                                                           ","IKO                           ","From:            To: B001      ",1        ,1      ,"2023-10-06","09.42.49",0      ,1.00       
"001861","0974165   ","5757011                  ","950352              ","0581695   ","2023-10-06","09.42.50","2023-10-06","09.42.50","CINDYSH   ","0974165-01  ","Received                      ",,"Good Mat - Weight 1.75; Width 70.125; IKO                                                           ","IKO                           ","From:            To: B001      ",1        ,1      ,"2023-10-06","09.42.50",0      ,1.00       
"001730","0860079   ","027556590977             ","                    ","0006202   ","2023-10-06","09.42.52","2023-10-06","09.42.52","CGRF      ","0860079-02  ","Cycle Count                   ","Cycle Count Differences       ","16"" PRINTED VOLLEY 441                                                                              ","Speedo C/O Dawson Logistics   ","From: S146A      To: S146A     ",1        ,1      ,"2023-10-06","09.42.52",0      ,1.00       
"001730","0798101   ","027556421325             ","                    ","0006202   ","2023-10-06","09.43.32","2023-10-06","09.43.32","CGRF      ","0798101-08  ","Cycle Count                   ","Cycle Count Differences       ","TARGET COLORBLOCK VO 030                                                                            ","Speedo C/O Dawson Logistics   ","From: S146B      To: S146B     ",12       ,6      ,"2023-10-06","09.43.32",0      ,-2.00      
"001859","0926212   ","HFS164                   ","3153                ","0318668   ","2023-10-06","09.39.13","2023-10-06","09.44.24","LAURA     ","0926212-01  ","Pick                          ",,"Sprout Organics Apple Oatmeal Raisin and Cinnamon 6+ Months 3.5 oz                                  ","Sprout Foods, Inc             ","From: D043       To:           ",-36      ,2      ,"2023-10-06","09.39.13",1      ,18.00      
"001730","0800462   ","027556509894             ","                    ","0006202   ","2023-10-06","09.44.24","2023-10-06","09.44.24","CGRF      ","0800462-01  ","Cycle Count                   ","Cycle Count Differences       ","JR DELRAY 450                                                                                       ","Speedo C/O Dawson Logistics   ","From: S146C      To: S146C     ",96       ,48     ,"2023-10-06","09.44.24",0      ,-2.00      
"001730","0831772   ","196555148134             ","                    ","0006231   ","2023-10-06","09.44.47","2023-10-06","09.44.47","BRICRF    ","0831772-03  ","Cycle Count                   ","Cycle Count Differences       ","TST SPLASH JAMMER 450                                                                               ","Speedo C/O Dawson Logistics   ","From: E118       To: E118      ",24       ,1      ,"2023-10-06","09.44.47",0      ,1.00       
"001730","0831772   ","196555148134             ","                    ","0006231   ","2023-10-06","09.44.48","2023-10-06","09.44.48","BRICRF    ","0831772-04  ","Cycle Count                   ","Cycle Count Differences       ","TST SPLASH JAMMER 450                                                                               ","Speedo C/O Dawson Logistics   ","From: E118       To: E118      ",24       ,1      ,"2023-10-06","09.44.48",0      ,1.00       
"001730","0847913   ","196555148134             ","                    ","0006231   ","2023-10-06","09.44.50","2023-10-06","09.44.50","BRICRF    ","0847913-03  ","Cycle Count                   ","Cycle Count Differences       ","TST SPLASH JAMMER 450                                                                               ","Speedo C/O Dawson Logistics   ","From: E118       To: E118      ",24       ,1      ,"2023-10-06","09.44.50",0      ,1.00       
"001730","0847913   ","196555148134             ","                    ","0006231   ","2023-10-06","09.44.51","2023-10-06","09.44.51","BRICRF    ","0847913-13  ","Cycle Count                   ","Cycle Count Differences       ","TST SPLASH JAMMER 450                                                                               ","Speedo C/O Dawson Logistics   ","From: E118       To: E118      ",24       ,1      ,"2023-10-06","09.44.51",0      ,1.00       
"001730","0847913   ","196555148134             ","                    ","0006231   ","2023-10-06","09.44.52","2023-10-06","09.44.52","BRICRF    ","0847913-15  ","Cycle Count                   ","Cycle Count Differences       ","TST SPLASH JAMMER 450                                                                               ","Speedo C/O Dawson Logistics   ","From: E118       To: E118      ",24       ,1      ,"2023-10-06","09.44.52",0      ,1.00       
"001859","0963742   ","TM437                    ","3130                ","0318682   ","2023-10-06","09.44.00","2023-10-06","09.44.52","OSCAR     ","0963742-21  ","Pick                          ",,"Sprout Organics Toddler Meal Burrito Bowl 5 oz                                                      ","Sprout Foods, Inc             ","From: B015       To:           ",-14      ,1      ,"2023-10-06","09.44.00",1      ,1.00       
"001730","0847913   ","196555148134             ","                    ","0006231   ","2023-10-06","09.44.53","2023-10-06","09.44.53","BRICRF    ","0847913-17  ","Cycle Count                   ","Cycle Count Differences       ","TST SPLASH JAMMER 450                                                                               ","Speedo C/O Dawson Logistics   ","From: E118       To: E118      ",24       ,1      ,"2023-10-06","09.44.53",0      ,1.00       
"001730","0847913   ","196555148134             ","                    ","0006231   ","2023-10-06","09.44.54","2023-10-06","09.44.54","BRICRF    ","0847913-31  ","Cycle Count                   ","Cycle Count Differences       ","TST SPLASH JAMMER 450                                                                               ","Speedo C/O Dawson Logistics   ","From: E118       To: E118      ",24       ,1      ,"2023-10-06","09.44.54",0      ,1.00       
