STORER,LOT,ITEMNUMBER,STORERLOT,DOCUMENTNUMBER,STARTDATE,STARTTIME,COMPLETIONDATE,COMPLETIONTIME,COMPLETEDBY,PALLET,DOCUMENTDESCRIPTION,REASON,FULLDESCRIPTION,CUSTOMERNAME,FROMTO,QUANTITY,INNERPACK,CREATEDATE,CREATETIME,UMIID,CASES
"001859","0889628   ","SNK534                   ","3086                ","0318653   ","2023-10-06","07.09.16","2023-10-06","07.11.44","OSCAR     ","0889628-04  ","Pick                          ",,"Sprout Organics CoComelon Wafflez Toddler Snack Chocolate Chip and Oatmeal 5 Waffles 0.63 oz Eac    ","Sprout Foods, Inc             ","From: D042       To:           ",-4       ,1      ,"2023-10-06","07.09.16",1      ,1.00       
"001859","0950577   ","SNK844                   ","3220                ","0318660   ","2023-10-06","07.08.22","2023-10-06","07.12.14","ERICKA    ","0950577-10  ","Pick                          ",,"Sprout Organics CoComelon Curlz Toddler Snack White Cheddar 1.48 oz                                 ","Sprout Foods, Inc             ","From: C030       To:           ",-3       ,1      ,"2023-10-06","07.08.22",1      ,1.00       
"001859","0873285   ","SNK521                   ","3045                ","0318414   ","2023-10-06","07.12.54","2023-10-06","07.13.37","ESTEPHANIE","0873285-06  ","Pick                          ",,"Sprout Organics Curlz Toddler Snack White Cheddar 1.48 oz                                           ","Sprout Foods, Inc             ","From: C008       To:           ",-1       ,1      ,"2023-10-06","07.12.54",1      ,1.00       
"001859","0908620   ","SNK856                   ","3004                ","0318660   ","2023-10-06","07.12.15","2023-10-06","07.14.09","ERICKA    ","0908620-14  ","Pick                          ",,"Sprout Organics CoComelon Wafflez Toddler Snack SPR CM BLUEBERRY APPLE WAFF                         ","Sprout Foods, Inc             ","From: D050       To:           ",-7       ,1      ,"2023-10-06","07.12.15",1      ,1.00       
"001859","0950577   ","SNK844                   ","3220                ","0318653   ","2023-10-06","07.11.45","2023-10-06","07.14.13","OSCAR     ","0950577-10  ","Pick                          ",,"Sprout Organics CoComelon Curlz Toddler Snack White Cheddar 1.48 oz                                 ","Sprout Foods, Inc             ","From: C030       To:           ",-4       ,1      ,"2023-10-06","07.11.45",1      ,1.00       
"001859","0887607   ","SNK863                   ","3024                ","0318414   ","2023-10-06","07.13.37","2023-10-06","07.14.58","ESTEPHANIE","0887607-10  ","Pick                          ",,"Peanut Butter Banana Puffs                                                                          ","Sprout Foods, Inc             ","From: C019       To:           ",-1       ,1      ,"2023-10-06","07.13.37",1      ,1.00       
"001859","0951178   ","HFS839                   ","3191                ","0998294   ","2023-10-06","07.15.28","2023-10-06","07.15.32","CARLOS    ","0951178-11  ","Move                          ",,"Sprout Organics CoComelon Apple Oatmeal Raisin andCinnamon 6+ Months 3.5 oz                         ","Sprout Foods, Inc             ","From: A039       To: A033      ",180      ,2      ,"2023-10-06","07.15.32",0      ,-90.00     
"001859","0951178   ","HFS839                   ","3191                ","0998295   ","2023-10-06","07.15.33","2023-10-06","07.15.36","CARLOS    ","0951178-12  ","Move                          ",,"Sprout Organics CoComelon Apple Oatmeal Raisin andCinnamon 6+ Months 3.5 oz                         ","Sprout Foods, Inc             ","From: A039       To: A033      ",180      ,2      ,"2023-10-06","07.15.36",0      ,-90.00     
"001859","0960450   ","HFS839                   ","3192                ","0998296   ","2023-10-06","07.15.39","2023-10-06","07.15.43","CARLOS    ","0960450-06  ","Move                          ",,"Sprout Organics CoComelon Apple Oatmeal Raisin andCinnamon 6+ Months 3.5 oz                         ","Sprout Foods, Inc             ","From: A039       To: A033      ",180      ,2      ,"2023-10-06","07.15.43",0      ,-90.00     
"001859","0960450   ","HFS839                   ","3192                ","0998297   ","2023-10-06","07.15.45","2023-10-06","07.15.49","CARLOS    ","0960450-07  ","Move                          ",,"Sprout Organics CoComelon Apple Oatmeal Raisin andCinnamon 6+ Months 3.5 oz                         ","Sprout Foods, Inc             ","From: A039       To: A033      ",180      ,2      ,"2023-10-06","07.15.49",0      ,-90.00     
"001859","0960450   ","HFS839                   ","3192                ","0998298   ","2023-10-06","07.15.53","2023-10-06","07.15.56","CARLOS    ","0960450-10  ","Move                          ",,"Sprout Organics CoComelon Apple Oatmeal Raisin andCinnamon 6+ Months 3.5 oz                         ","Sprout Foods, Inc             ","From: A039       To: A033      ",178      ,2      ,"2023-10-06","07.15.56",0      ,-89.00     
"001859","0960450   ","HFS839                   ","3192                ","0998299   ","2023-10-06","07.16.00","2023-10-06","07.16.04","CARLOS    ","0960450-04  ","Move                          ",,"Sprout Organics CoComelon Apple Oatmeal Raisin andCinnamon 6+ Months 3.5 oz                         ","Sprout Foods, Inc             ","From: A039       To: A033      ",180      ,2      ,"2023-10-06","07.16.04",0      ,-90.00     
"001859","0960450   ","HFS839                   ","3192                ","0998300   ","2023-10-06","07.16.05","2023-10-06","07.16.08","CARLOS    ","0960450-05  ","Move                          ",,"Sprout Organics CoComelon Apple Oatmeal Raisin andCinnamon 6+ Months 3.5 oz                         ","Sprout Foods, Inc             ","From: A039       To: A033      ",180      ,2      ,"2023-10-06","07.16.08",0      ,-90.00     
"001859","0960450   ","HFS839                   ","3192                ","0998301   ","2023-10-06","07.16.11","2023-10-06","07.16.14","CARLOS    ","0960450-01  ","Move                          ",,"Sprout Organics CoComelon Apple Oatmeal Raisin andCinnamon 6+ Months 3.5 oz                         ","Sprout Foods, Inc             ","From: A039       To: A033      ",180      ,2      ,"2023-10-06","07.16.14",0      ,-90.00     
"001859","0960450   ","HFS839                   ","3192                ","0998302   ","2023-10-06","07.16.16","2023-10-06","07.16.19","CARLOS    ","0960450-03  ","Move                          ",,"Sprout Organics CoComelon Apple Oatmeal Raisin andCinnamon 6+ Months 3.5 oz                         ","Sprout Foods, Inc             ","From: A039       To: A033      ",180      ,2      ,"2023-10-06","07.16.19",0      ,-90.00     
"001859","0908620   ","SNK856                   ","3004                ","0318653   ","2023-10-06","07.14.14","2023-10-06","07.16.33","OSCAR     ","0908620-14  ","Pick                          ",,"Sprout Organics CoComelon Wafflez Toddler Snack SPR CM BLUEBERRY APPLE WAFF                         ","Sprout Foods, Inc             ","From: D050       To:           ",-2       ,1      ,"2023-10-06","07.14.14",1      ,1.00       
"001859","0940144   ","SNK877                   ","3194                ","0318414   ","2023-10-06","07.14.58","2023-10-06","07.16.40","ESTEPHANIE","0940144-03  ","Pick                          ",,"Sprout Organics PB and Yayz Peanut Butter and Strawberry 5 Bars 1.02 oz Each                        ","Sprout Foods, Inc             ","From: A058       To:           ",-1       ,1      ,"2023-10-06","07.14.58",1      ,1.00       
"001859","0963865   ","TM438                    ","3067                ","0318414   ","2023-10-06","07.16.40","2023-10-06","07.17.53","ESTEPHANIE","0963865-07  ","Pick                          ",,"Sprout Organics Toddler Meal Pasta and Veggie Sauce 5 oz                                            ","Sprout Foods, Inc             ","From: B019       To:           ",-1       ,1      ,"2023-10-06","07.16.40",1      ,1.00       
"001859","0960450   ","HFS839                   ","3192                ","0998303   ","2023-10-06","07.17.52","2023-10-06","07.17.56","CARLOS    ","0960450-08  ","Move                          ",,"Sprout Organics CoComelon Apple Oatmeal Raisin andCinnamon 6+ Months 3.5 oz                         ","Sprout Foods, Inc             ","From: A039       To: A033      ",180      ,2      ,"2023-10-06","07.17.56",0      ,-90.00     
"001859","0935040   ","SNK865                   ","3178                ","0318660   ","2023-10-06","07.14.10","2023-10-06","07.18.03","ERICKA    ","0935040-03  ","Pick                          ",,"Sprout Organics CoComelon Snack Bar Banana 5 Bars 3.15 oz Each                                      ","Sprout Foods, Inc             ","From: A038       To:           ",-17      ,1      ,"2023-10-06","07.14.10",1      ,1.00       
"001859","0963935   ","TM439                    ","3132                ","0318414   ","2023-10-06","07.17.53","2023-10-06","07.18.18","ESTEPHANIE","0963935-06  ","Pick                          ",,"Sprout Organics Toddler Meal Veggie Power Bowl 5 oz                                                 ","Sprout Foods, Inc             ","From: B023       To: STG001    ",-1       ,1      ,"2023-10-06","07.17.53",1      ,1.00       
"001859","0920442   ","HFS097                   ","2278                ","0318416   ","2023-10-06","07.16.02","2023-10-06","07.19.19","LAURA     ","0920442-03  ","Pick                          ",,"Stage2 Plant Protein Variety Pack 3.5                                                               ","Sprout Foods, Inc             ","From: B022       To:           ",-1       ,1      ,"2023-10-06","07.16.02",1      ,1.00       
"001859","0951178   ","HFS839                   ","3191                ","0998304   ","2023-10-06","07.20.07","2023-10-06","07.20.11","CARLOS    ","0951178-09  ","Move                          ",,"Sprout Organics CoComelon Apple Oatmeal Raisin andCinnamon 6+ Months 3.5 oz                         ","Sprout Foods, Inc             ","From: A022       To: A033      ",180      ,2      ,"2023-10-06","07.20.11",0      ,-90.00     
"001859","0951178   ","HFS839                   ","3191                ","0998305   ","2023-10-06","07.20.15","2023-10-06","07.20.21","CARLOS    ","0951178-10  ","Move                          ",,"Sprout Organics CoComelon Apple Oatmeal Raisin andCinnamon 6+ Months 3.5 oz                         ","Sprout Foods, Inc             ","From: A022       To: A033      ",180      ,2      ,"2023-10-06","07.20.21",0      ,-90.00     
"001859","0951178   ","HFS839                   ","3191                ","0998306   ","2023-10-06","07.20.41","2023-10-06","07.20.45","CARLOS    ","0951178-08  ","Move                          ",,"Sprout Organics CoComelon Apple Oatmeal Raisin andCinnamon 6+ Months 3.5 oz                         ","Sprout Foods, Inc             ","From: A022       To: A033      ",180      ,2      ,"2023-10-06","07.20.45",0      ,-90.00     
"001859","0935040   ","SNK865                   ","3178                ","0318653   ","2023-10-06","07.16.34","2023-10-06","07.20.47","OSCAR     ","0935040-03  ","Pick                          ",,"Sprout Organics CoComelon Snack Bar Banana 5 Bars 3.15 oz Each                                      ","Sprout Foods, Inc             ","From: A038       To:           ",-4       ,1      ,"2023-10-06","07.16.34",1      ,1.00       
"001859","0951178   ","HFS839                   ","3191                ","0998307   ","2023-10-06","07.20.49","2023-10-06","07.20.52","CARLOS    ","0951178-07  ","Move                          ",,"Sprout Organics CoComelon Apple Oatmeal Raisin andCinnamon 6+ Months 3.5 oz                         ","Sprout Foods, Inc             ","From: A022       To: A033      ",180      ,2      ,"2023-10-06","07.20.52",0      ,-90.00     
"001859","0921517   ","HFS176                   ","2321                ","0318416   ","2023-10-06","07.19.20","2023-10-06","07.21.40","LAURA     ","0921517-04  ","Pick                          ",,"Sprout Organics Sweet Potato Apple and Spinach 6+ Months 3.5 oz                                     ","Sprout Foods, Inc             ","From: D039       To:           ",-1       ,2      ,"2023-10-06","07.19.20",1      ,.50        
"001859","0951178   ","HFS839                   ","3191                ","0998308   ","2023-10-06","07.21.45","2023-10-06","07.21.48","CARLOS    ","0951178-06  ","Move                          ",,"Sprout Organics CoComelon Apple Oatmeal Raisin andCinnamon 6+ Months 3.5 oz                         ","Sprout Foods, Inc             ","From: A022       To: A033      ",180      ,2      ,"2023-10-06","07.21.48",0      ,-90.00     
"001859","0951178   ","HFS839                   ","3191                ","0998309   ","2023-10-06","07.21.53","2023-10-06","07.21.56","CARLOS    ","0951178-05  ","Move                          ",,"Sprout Organics CoComelon Apple Oatmeal Raisin andCinnamon 6+ Months 3.5 oz                         ","Sprout Foods, Inc             ","From: A022       To: A033      ",180      ,2      ,"2023-10-06","07.21.56",0      ,-90.00     
"001859","0963752   ","TM436                    ","3128                ","0318653   ","2023-10-06","07.22.42","2023-10-06","07.22.58","OSCAR     ","0963752-24  ","Pick                          ",,"Sprout Organics Toddler Meal Butternut Mac and Cheese 5 oz                                          ","Sprout Foods, Inc             ","From: B007       To:           ",-11      ,1      ,"2023-10-06","07.22.42",1      ,1.00       
"001859","0941441   ","HFS228                   ","2319                ","0318416   ","2023-10-06","07.21.40","2023-10-06","07.23.28","LAURA     ","0941441-03  ","Pick                          ",,"Sprout Organics Strawberry Pear and Banana 6+ Months 3.5 oz                                         ","Sprout Foods, Inc             ","From: C051       To:           ",-1       ,2      ,"2023-10-06","07.21.40",1      ,.50        
"001859","0951178   ","HFS839                   ","3191                ","0998310   ","2023-10-06","07.24.09","2023-10-06","07.24.14","CARLOS    ","0951178-14  ","Move                          ",,"Sprout Organics CoComelon Apple Oatmeal Raisin andCinnamon 6+ Months 3.5 oz                         ","Sprout Foods, Inc             ","From: A022       To: A033      ",159      ,2      ,"2023-10-06","07.24.14",0      ,-79.50     
"001859","0963742   ","TM437                    ","3130                ","0318653   ","2023-10-06","07.22.59","2023-10-06","07.24.57","OSCAR     ","0963742-21  ","Pick                          ",,"Sprout Organics Toddler Meal Burrito Bowl 5 oz                                                      ","Sprout Foods, Inc             ","From: B015       To:           ",-11      ,1      ,"2023-10-06","07.22.59",1      ,1.00       
"001859","0963752   ","TM436                    ","3128                ","0318660   ","2023-10-06","07.18.03","2023-10-06","07.25.01","ERICKA    ","0963752-24  ","Pick                          ",,"Sprout Organics Toddler Meal Butternut Mac and Cheese 5 oz                                          ","Sprout Foods, Inc             ","From: B007       To:           ",-9       ,1      ,"2023-10-06","07.18.03",1      ,1.00       
"001859","0909788   ","HFS424                   ","3010                ","0318416   ","2023-10-06","07.24.00","2023-10-06","07.25.09","LAURA     ","0909788-05  ","Pick                          ",,"Sprout Organics Dairy-Free Smoothie Blueberry Banana Coconut Milk Veggies 12+ Months 4 oz           ","Sprout Foods, Inc             ","From: D036       To:           ",-1       ,2      ,"2023-10-06","07.24.00",1      ,.50        
"001859","0941439   ","HFS428                   ","2341                ","0318416   ","2023-10-06","07.25.09","2023-10-06","07.26.40","LAURA     ","0941439-01  ","Pick                          ",,"Sprout Organics Veggie Power Green Veggies Pineapple and Apple 12+ Months 4 oz                      ","Sprout Foods, Inc             ","From: C038       To:           ",-1       ,2      ,"2023-10-06","07.25.09",1      ,.50        
"001859","0960450   ","HFS839                   ","3192                ","0998311   ","2023-10-06","07.26.50","2023-10-06","07.27.00","CARLOS    ","0960450-09  ","Move                          ",,"Sprout Organics CoComelon Apple Oatmeal Raisin andCinnamon 6+ Months 3.5 oz                         ","Sprout Foods, Inc             ","From: A020       To: A035      ",46       ,2      ,"2023-10-06","07.27.00",0      ,-23.00     
"001859","0920442   ","HFS097                   ","2278                ","0318415   ","2023-10-06","07.18.54","2023-10-06","07.27.10","ESTEPHANIE","0920442-03  ","Pick                          ",,"Stage2 Plant Protein Variety Pack 3.5                                                               ","Sprout Foods, Inc             ","From: B022       To:           ",-1       ,1      ,"2023-10-06","07.18.54",1      ,1.00       
"001859","0960450   ","HFS839                   ","3192                ","0998312   ","2023-10-06","07.27.05","2023-10-06","07.27.28","CARLOS    ","0960450-11  ","Move                          ",,"Sprout Organics CoComelon Apple Oatmeal Raisin andCinnamon 6+ Months 3.5 oz                         ","Sprout Foods, Inc             ","From: A020       To: A035      ",6        ,2      ,"2023-10-06","07.27.28",0      ,-3.00      
"001859","0963742   ","TM437                    ","3130                ","0318660   ","2023-10-06","07.25.01","2023-10-06","07.27.35","ERICKA    ","0963742-21  ","Pick                          ",,"Sprout Organics Toddler Meal Burrito Bowl 5 oz                                                      ","Sprout Foods, Inc             ","From: B015       To:           ",-12      ,1      ,"2023-10-06","07.25.01",1      ,1.00       
"001859","0963935   ","TM439                    ","3132                ","0318653   ","2023-10-06","07.24.57","2023-10-06","07.27.44","OSCAR     ","0963935-06  ","Pick                          ",,"Sprout Organics Toddler Meal Veggie Power Bowl 5 oz                                                 ","Sprout Foods, Inc             ","From: B023       To: STG011    ",-7       ,1      ,"2023-10-06","07.24.57",1      ,1.00       
"001859","0921517   ","HFS176                   ","2321                ","0318415   ","2023-10-06","07.28.15","2023-10-06","07.28.22","ESTEPHANIE","0921517-04  ","Pick                          ",,"Sprout Organics Sweet Potato Apple and Spinach 6+ Months 3.5 oz                                     ","Sprout Foods, Inc             ","From: D039       To:           ",-1       ,2      ,"2023-10-06","07.28.15",1      ,.50        
"001859","0921735   ","SNK078                   ","2355                ","0318416   ","2023-10-06","07.26.40","2023-10-06","07.28.22","LAURA     ","0921735-21  ","Pick                          ",,"Sprout Organics Crinklez Toddler Snack Cheddar andSpinach 1.48 oz                                   ","Sprout Foods, Inc             ","From: C027       To:           ",-1       ,1      ,"2023-10-06","07.26.40",1      ,1.00       
"001859","0873285   ","SNK521                   ","3045                ","0318416   ","2023-10-06","07.28.23","2023-10-06","07.29.15","LAURA     ","0873285-06  ","Pick                          ",,"Sprout Organics Curlz Toddler Snack White Cheddar 1.48 oz                                           ","Sprout Foods, Inc             ","From: C008       To:           ",-1       ,1      ,"2023-10-06","07.28.23",1      ,1.00       
"001859","0887607   ","SNK863                   ","3024                ","0318416   ","2023-10-06","07.29.15","2023-10-06","07.29.52","LAURA     ","0887607-10  ","Pick                          ",,"Peanut Butter Banana Puffs                                                                          ","Sprout Foods, Inc             ","From: C019       To:           ",-1       ,1      ,"2023-10-06","07.29.15",1      ,1.00       
"001859","0941441   ","HFS228                   ","2319                ","0318415   ","2023-10-06","07.28.22","2023-10-06","07.30.20","ESTEPHANIE","0941441-03  ","Pick                          ",,"Sprout Organics Strawberry Pear and Banana 6+ Months 3.5 oz                                         ","Sprout Foods, Inc             ","From: C051       To:           ",-1       ,2      ,"2023-10-06","07.28.22",1      ,.50        
"001859","0940145   ","SNK877                   ","3198                ","0318416   ","2023-10-06","07.29.52","2023-10-06","07.31.11","LAURA     ","0940145-11  ","Pick                          ",,"Sprout Organics PB and Yayz Peanut Butter and Strawberry 5 Bars 1.02 oz Each                        ","Sprout Foods, Inc             ","From: A062       To:           ",-1       ,1      ,"2023-10-06","07.29.52",1      ,1.00       
"001859","0870165   ","HFS839                   ","3024                ","0998313   ","2023-10-06","07.31.37","2023-10-06","07.31.47","CARLOS    ","0870165-35  ","Move                          ",,"Sprout Organics CoComelon Apple Oatmeal Raisin andCinnamon 6+ Months 3.5 oz                         ","Sprout Foods, Inc             ","From: A024       To: A035      ",180      ,2      ,"2023-10-06","07.31.47",0      ,-90.00     
"001859","0870165   ","HFS839                   ","3024                ","0998314   ","2023-10-06","07.31.55","2023-10-06","07.32.05","CARLOS    ","0870165-33  ","Move                          ",,"Sprout Organics CoComelon Apple Oatmeal Raisin andCinnamon 6+ Months 3.5 oz                         ","Sprout Foods, Inc             ","From: A024       To: A035      ",176      ,2      ,"2023-10-06","07.32.05",0      ,-88.00     
"001859","0870165   ","HFS839                   ","3024                ","0998315   ","2023-10-06","07.32.09","2023-10-06","07.32.21","CARLOS    ","0870165-34  ","Move                          ",,"Sprout Organics CoComelon Apple Oatmeal Raisin andCinnamon 6+ Months 3.5 oz                         ","Sprout Foods, Inc             ","From: E003       To: A035      ",172      ,2      ,"2023-10-06","07.32.21",0      ,-86.00     
"001859","0963865   ","TM438                    ","3067                ","0318416   ","2023-10-06","07.31.12","2023-10-06","07.32.22","LAURA     ","0963865-07  ","Pick                          ",,"Sprout Organics Toddler Meal Pasta and Veggie Sauce 5 oz                                            ","Sprout Foods, Inc             ","From: B019       To:           ",-1       ,1      ,"2023-10-06","07.31.12",1      ,1.00       
"001859","0870165   ","HFS839                   ","3024                ","0998316   ","2023-10-06","07.32.28","2023-10-06","07.32.32","CARLOS    ","0870165-08  ","Move                          ",,"Sprout Organics CoComelon Apple Oatmeal Raisin andCinnamon 6+ Months 3.5 oz                         ","Sprout Foods, Inc             ","From: A024       To: A035      ",45       ,2      ,"2023-10-06","07.32.32",0      ,-22.50     
"001859","0960445   ","HFS839                   ","3024                ","0998317   ","2023-10-06","07.32.34","2023-10-06","07.32.38","CARLOS    ","0960445-01  ","Move                          ",,"Sprout Organics CoComelon Apple Oatmeal Raisin andCinnamon 6+ Months 3.5 oz                         ","Sprout Foods, Inc             ","From: A024       To: A035      ",180      ,2      ,"2023-10-06","07.32.38",0      ,-90.00     
"001859","0960445   ","HFS839                   ","3024                ","0998318   ","2023-10-06","07.32.43","2023-10-06","07.32.47","CARLOS    ","0960445-04  ","Move                          ",,"Sprout Organics CoComelon Apple Oatmeal Raisin andCinnamon 6+ Months 3.5 oz                         ","Sprout Foods, Inc             ","From: A024       To: A035      ",46       ,2      ,"2023-10-06","07.32.47",0      ,-23.00     
"001859","0960445   ","HFS839                   ","3024                ","0998319   ","2023-10-06","07.32.50","2023-10-06","07.32.54","CARLOS    ","0960445-03  ","Move                          ",,"Sprout Organics CoComelon Apple Oatmeal Raisin andCinnamon 6+ Months 3.5 oz                         ","Sprout Foods, Inc             ","From: A024       To: A035      ",180      ,2      ,"2023-10-06","07.32.54",0      ,-90.00     
"010103","0970288   ","90050033                 ","4549148665          ","0318955   ","2023-10-06","07.32.54","2023-10-06","07.32.54","cynthias  ","0969095-01  ","Pick                          ",,"Box                                                                                                 ","KONE-MOD                      ","From: G015A01    To: *PICK     ",-1       ,1      ,"2023-10-06","07.32.54",0      ,1.00       
"001859","0960445   ","HFS839                   ","3024                ","0998320   ","2023-10-06","07.32.55","2023-10-06","07.33.00","CARLOS    ","0960445-02  ","Move                          ",,"Sprout Organics CoComelon Apple Oatmeal Raisin andCinnamon 6+ Months 3.5 oz                         ","Sprout Foods, Inc             ","From: A024       To: A035      ",180      ,2      ,"2023-10-06","07.33.00",0      ,-90.00     
"001859","0963935   ","TM439                    ","3132                ","0318416   ","2023-10-06","07.32.22","2023-10-06","07.33.16","LAURA     ","0963935-06  ","Pick                          ",,"Sprout Organics Toddler Meal Veggie Power Bowl 5 oz                                                 ","Sprout Foods, Inc             ","From: B023       To: STG001    ",-1       ,1      ,"2023-10-06","07.32.22",1      ,1.00       
"001859","0963935   ","TM439                    ","3132                ","0318660   ","2023-10-06","07.27.35","2023-10-06","07.33.35","ERICKA    ","0963935-05  ","Pick                          ",,"Sprout Organics Toddler Meal Veggie Power Bowl 5 oz                                                 ","Sprout Foods, Inc             ","From: B023       To: STG008    ",-10      ,1      ,"2023-10-06","07.27.35",1      ,1.00       
"001859","0909788   ","HFS424                   ","3010                ","0318415   ","2023-10-06","07.33.32","2023-10-06","07.33.41","ESTEPHANIE","0909788-05  ","Pick                          ",,"Sprout Organics Dairy-Free Smoothie Blueberry Banana Coconut Milk Veggies 12+ Months 4 oz           ","Sprout Foods, Inc             ","From: D036       To:           ",-1       ,2      ,"2023-10-06","07.33.32",1      ,.50        
"010103","0971142   ","90050052                 ","4549148709          ","0318956   ","2023-10-06","07.34.06","2023-10-06","07.34.06","cynthias  ","0969789-01  ","Pick                          ",,"Box                                                                                                 ","KONE-MOD                      ","From: G055B01    To: *PICK     ",-1       ,1      ,"2023-10-06","07.34.06",0      ,1.00       
"001859","0941439   ","HFS428                   ","2341                ","0318415   ","2023-10-06","07.33.41","2023-10-06","07.34.36","ESTEPHANIE","0941439-01  ","Pick                          ",,"Sprout Organics Veggie Power Green Veggies Pineapple and Apple 12+ Months 4 oz                      ","Sprout Foods, Inc             ","From: C038       To:           ",-1       ,2      ,"2023-10-06","07.33.41",1      ,.50        
"001859","0921735   ","SNK078                   ","2355                ","0318415   ","2023-10-06","07.34.36","2023-10-06","07.35.21","ESTEPHANIE","0921735-21  ","Pick                          ",,"Sprout Organics Crinklez Toddler Snack Cheddar andSpinach 1.48 oz                                   ","Sprout Foods, Inc             ","From: C027       To:           ",-1       ,1      ,"2023-10-06","07.34.36",1      ,1.00       
"001859","0873285   ","SNK521                   ","3045                ","0318415   ","2023-10-06","07.35.21","2023-10-06","07.36.05","ESTEPHANIE","0873285-06  ","Pick                          ",,"Sprout Organics Curlz Toddler Snack White Cheddar 1.48 oz                                           ","Sprout Foods, Inc             ","From: C008       To:           ",-1       ,1      ,"2023-10-06","07.35.21",1      ,1.00       
"001859","0887607   ","SNK863                   ","3024                ","0318415   ","2023-10-06","07.36.05","2023-10-06","07.36.50","ESTEPHANIE","0887607-10  ","Pick                          ",,"Peanut Butter Banana Puffs                                                                          ","Sprout Foods, Inc             ","From: C019       To:           ",-1       ,1      ,"2023-10-06","07.36.05",1      ,1.00       
"001859","0940144   ","SNK877                   ","3194                ","0318415   ","2023-10-06","07.36.50","2023-10-06","07.38.19","ESTEPHANIE","0940144-03  ","Pick                          ",,"Sprout Organics PB and Yayz Peanut Butter and Strawberry 5 Bars 1.02 oz Each                        ","Sprout Foods, Inc             ","From: A058       To:           ",-1       ,1      ,"2023-10-06","07.36.50",1      ,1.00       
"001859","0923285   ","HFS837                   ","3146                ","0318658   ","2023-10-06","07.37.02","2023-10-06","07.39.06","LORENZO   ","0923285-20  ","Pick                          ",,"Sprout Organics CoComelon Yes Yes Veggie 8+ Months3.5 oz                                            ","Sprout Foods, Inc             ","From: A027       To:           ",-6       ,2      ,"2023-10-06","07.37.02",1      ,3.00       
"001859","0963865   ","TM438                    ","3067                ","0318415   ","2023-10-06","07.38.19","2023-10-06","07.39.29","ESTEPHANIE","0963865-07  ","Pick                          ",,"Sprout Organics Toddler Meal Pasta and Veggie Sauce 5 oz                                            ","Sprout Foods, Inc             ","From: B019       To:           ",-1       ,1      ,"2023-10-06","07.38.19",1      ,1.00       
"001859","0963935   ","TM439                    ","3132                ","0318415   ","2023-10-06","07.39.29","2023-10-06","07.39.56","ESTEPHANIE","0963935-06  ","Pick                          ",,"Sprout Organics Toddler Meal Veggie Power Bowl 5 oz                                                 ","Sprout Foods, Inc             ","From: B023       To: STG001    ",-1       ,1      ,"2023-10-06","07.39.29",1      ,1.00       
"001859","0951178   ","HFS839                   ","3191                ","0318658   ","2023-10-06","07.39.07","2023-10-06","07.41.44","LORENZO   ","0951178-14  ","Pick                          ",,"Sprout Organics CoComelon Apple Oatmeal Raisin andCinnamon 6+ Months 3.5 oz                         ","Sprout Foods, Inc             ","From: A033       To:           ",-3       ,2      ,"2023-10-06","07.39.07",1      ,1.50       
"001859","0922686   ","HFS411                   ","2313                ","0318416   ","2023-10-06","07.40.57","2023-10-06","07.41.55","LAURA     ","0922686-16  ","Pick                          ",,"Sprout Organics Power Pak Apple with Superblend Blueberry and Plum 12+ Months 4.0 oz                ","Sprout Foods, Inc             ","From: D032       To: STG001    ",-1       ,2      ,"2023-10-06","07.40.57",1      ,.50        
"001859","0922686   ","HFS411                   ","2313                ","0318414   ","2023-10-06","07.40.21","2023-10-06","07.42.10","ESTEPHANIE","0922686-16  ","Pick                          ",,"Sprout Organics Power Pak Apple with Superblend Blueberry and Plum 12+ Months 4.0 oz                ","Sprout Foods, Inc             ","From: D032       To: STG001    ",-1       ,2      ,"2023-10-06","07.40.21",1      ,.50        
"001859","0922686   ","HFS411                   ","2313                ","0318415   ","2023-10-06","07.42.12","2023-10-06","07.43.29","ESTEPHANIE","0922686-16  ","Pick                          ",,"Sprout Organics Power Pak Apple with Superblend Blueberry and Plum 12+ Months 4.0 oz                ","Sprout Foods, Inc             ","From: D032       To: STG001    ",-1       ,2      ,"2023-10-06","07.42.12",1      ,.50        
"001859","0924909   ","HFS841                   ","3152                ","0318658   ","2023-10-06","07.41.44","2023-10-06","07.44.00","LORENZO   ","0924909-09  ","Pick                          ",,"Sprout Organics CoComelon Dairy-Free Smoothie Berry Grape Coconut Milk Veggies and Flax Seed 12     ","Sprout Foods, Inc             ","From: D008       To:           ",-5       ,2      ,"2023-10-06","07.41.44",1      ,2.50       
"001859","0917081   ","RTS029                   ","2315                ","0318911   ","2023-10-06","07.43.57","2023-10-06","07.44.59","CARLOSG   ","0917081-02  ","Pick                          ",,"Sprout Organics 8+ Month Plant Based Protein Variety Pack incl Butternut Chickpea Quinoa Pumpkin R  ","Sprout Foods, Inc             ","From: B028       To:           ",-3       ,1      ,"2023-10-06","07.43.57",1      ,1.00       
"001859","0920624   ","HFS152                   ","3144                ","0318426   ","2023-10-06","07.38.54","2023-10-06","07.46.19","OSCAR     ","0920624-01  ","Pick                          ",,"Sprout Organics Carrot Apple and Mango 6+ Months 3.5 oz                                             ","Sprout Foods, Inc             ","From: C035       To: STG001    ",-36      ,2      ,"2023-10-06","07.38.54",1      ,18.00      
